"loan_status","loan_amnt","grade","home_ownership","annual_inc","age","emp_cat","ir_cat"
0,24000,"B","RENT",120000,22,"0-15","8-11"
0,14575,"B","RENT",35000,26,"0-15","8-11"
0,9000,"A","MORTGAGE",50000,28,"0-15","Missing"
1,10000,"C","RENT",30000,46,"0-15","11-13.5"
0,7125,"D","RENT",25279.67,23,"0-15","13.5+"
0,13000,"C","RENT",65000,24,"0-15","11-13.5"
1,21600,"D","MORTGAGE",58600,27,"0-15","13.5+"
0,7000,"B","RENT",85000,26,"0-15","11-13.5"
0,7000,"A","RENT",45000,26,"0-15","8-11"
0,3600,"D","MORTGAGE",44004,22,"0-15","13.5+"
0,3500,"B","MORTGAGE",84996,36,"0-15","11-13.5"
0,5000,"A","RENT",33000,29,"0-15","8-11"
0,10000,"B","MORTGAGE",60000,23,"0-15","11-13.5"
0,4500,"C","OWN",19200,36,"0-15","11-13.5"
0,12000,"B","RENT",62000,30,"0-15","11-13.5"
0,10700,"B","RENT",68000,26,"0-15","11-13.5"
0,6000,"B","RENT",30000,22,"0-15","8-11"
0,20000,"A","RENT",50000,54,"0-15","0-8"
0,3600,"C","RENT",40000,24,"0-15","11-13.5"
0,6000,"A","RENT",83954,23,"0-15","Missing"
0,10375,"C","RENT",35000,27,"0-15","13.5+"
0,25000,"A","RENT",60000,31,"0-15","8-11"
0,10000,"D","RENT",40000,27,"0-15","Missing"
0,5600,"A","OWN",41100,24,"Missing","0-8"
0,6000,"B","RENT",92000,23,"0-15","11-13.5"
0,8000,"A","RENT",75000,23,"0-15","0-8"
0,10000,"B","MORTGAGE",45000,23,"0-15","11-13.5"
0,11000,"A","RENT",48000,25,"0-15","0-8"
0,5000,"B","MORTGAGE",110000,29,"0-15","8-11"
0,6500,"B","RENT",30600,41,"0-15","8-11"
0,12000,"B","RENT",45000,23,"0-15","11-13.5"
0,21000,"A","MORTGAGE",150500,39,"15-30","Missing"
0,8400,"D","RENT",32000,21,"0-15","13.5+"
0,7000,"B","RENT",37500,23,"0-15","11-13.5"
1,12000,"B","RENT",60000,23,"0-15","11-13.5"
1,7200,"B","RENT",33000,29,"0-15","11-13.5"
0,12000,"B","RENT",70000,24,"0-15","8-11"
0,3050,"B","RENT",16800,22,"0-15","8-11"
0,9000,"C","RENT",38000,35,"0-15","13.5+"
1,10000,"B","OWN",35000,21,"0-15","Missing"
0,10000,"B","MORTGAGE",95000,23,"0-15","8-11"
1,10000,"C","MORTGAGE",77400,29,"0-15","13.5+"
0,8500,"D","RENT",61000,29,"0-15","13.5+"
0,27000,"B","OWN",140000,29,"0-15","8-11"
0,4000,"C","RENT",32400,26,"0-15","13.5+"
0,7300,"B","RENT",50000,21,"0-15","11-13.5"
0,18000,"A","MORTGAGE",70000,31,"0-15","8-11"
0,5000,"B","OWN",35000,23,"15-30","11-13.5"
0,10000,"C","MORTGAGE",115000,23,"45+","13.5+"
0,3000,"A","RENT",45000,25,"0-15","0-8"
0,28000,"C","MORTGAGE",235000,27,"0-15","13.5+"
0,10000,"C","RENT",36000,29,"0-15","Missing"
0,12000,"A","RENT",26000,24,"0-15","0-8"
0,10000,"D","RENT",80000,29,"0-15","13.5+"
0,11000,"A","RENT",50000,22,"0-15","Missing"
0,10000,"C","RENT",55000,22,"15-30","13.5+"
0,5000,"A","MORTGAGE",55000,27,"0-15","0-8"
0,5000,"A","RENT",64424,21,"0-15","0-8"
0,5000,"A","RENT",56000,34,"15-30","8-11"
1,6000,"C","RENT",30000,22,"0-15","13.5+"
0,5000,"C","MORTGAGE",111740,29,"0-15","13.5+"
0,20050,"D","RENT",67500,27,"0-15","13.5+"
1,7000,"D","RENT",41000,37,"0-15","13.5+"
0,25000,"B","RENT",120000,24,"30-45","8-11"
1,3000,"B","RENT",30000,23,"0-15","11-13.5"
0,8400,"D","RENT",41500,26,"15-30","13.5+"
0,5000,"B","MORTGAGE",75000,26,"0-15","8-11"
0,12000,"B","RENT",42000,31,"0-15","Missing"
1,13200,"B","MORTGAGE",41600,32,"0-15","11-13.5"
0,6000,"A","RENT",48000,31,"0-15","0-8"
0,10000,"A","MORTGAGE",50000,30,"0-15","0-8"
0,6500,"B","RENT",53000,22,"0-15","8-11"
0,10000,"A","MORTGAGE",65000,29,"0-15","Missing"
0,12000,"B","RENT",85000,27,"0-15","8-11"
0,10000,"C","RENT",55000,27,"15-30","13.5+"
0,12375,"C","RENT",36000,36,"15-30","13.5+"
0,10000,"B","RENT",26000,22,"0-15","8-11"
0,4400,"E","RENT",80000,24,"0-15","13.5+"
0,25000,"C","MORTGAGE",80000,25,"0-15","11-13.5"
1,14125,"B","MORTGAGE",45696,22,"Missing","11-13.5"
1,18000,"C","OWN",66000,26,"0-15","11-13.5"
0,35000,"D","MORTGAGE",100000,23,"0-15","13.5+"
0,35000,"C","MORTGAGE",123000,37,"0-15","13.5+"
0,7200,"C","MORTGAGE",60000,26,"0-15","11-13.5"
0,4000,"B","RENT",80000,27,"0-15","11-13.5"
0,7000,"A","RENT",31000,25,"15-30","0-8"
0,15000,"C","MORTGAGE",90000,41,"0-15","11-13.5"
0,7200,"A","RENT",34000,22,"0-15","0-8"
0,13000,"D","RENT",36000,24,"15-30","13.5+"
0,28000,"A","RENT",65000,27,"0-15","0-8"
0,12000,"B","RENT",35000,27,"0-15","8-11"
0,14000,"A","RENT",62004,41,"0-15","8-11"
0,11500,"B","RENT",74000,29,"15-30","11-13.5"
0,10500,"C","MORTGAGE",42000,22,"0-15","13.5+"
0,14400,"B","OWN",48000,33,"0-15","11-13.5"
0,16000,"B","RENT",65000,21,"0-15","8-11"
0,5375,"B","RENT",15360,28,"0-15","8-11"
0,12000,"C","MORTGAGE",61000,22,"0-15","11-13.5"
1,12000,"A","RENT",83000,23,"0-15","0-8"
0,17000,"A","MORTGAGE",120000,27,"0-15","0-8"
1,13000,"E","RENT",42000,31,"0-15","13.5+"
1,7125,"A","MORTGAGE",30000,21,"0-15","0-8"
0,8000,"C","RENT",72100,31,"0-15","13.5+"
0,12500,"B","RENT",58000,28,"0-15","11-13.5"
0,10000,"C","RENT",40000,22,"0-15","13.5+"
0,14000,"B","RENT",48880,29,"0-15","8-11"
0,7500,"A","RENT",48000,37,"0-15","Missing"
0,19200,"B","MORTGAGE",40000,28,"0-15","8-11"
0,9000,"B","MORTGAGE",110000,35,"0-15","11-13.5"
0,20000,"A","RENT",65000,29,"0-15","8-11"
0,9000,"C","MORTGAGE",50000,21,"0-15","11-13.5"
1,9600,"A","RENT",55000,25,"0-15","0-8"
0,1000,"C","RENT",35100,24,"0-15","11-13.5"
1,15000,"C","RENT",38000,21,"0-15","13.5+"
0,12000,"D","RENT",38000,21,"0-15","Missing"
0,14000,"A","MORTGAGE",108000,36,"0-15","8-11"
0,10000,"B","RENT",45000,22,"0-15","8-11"
0,7200,"B","RENT",23000,24,"0-15","11-13.5"
0,11000,"B","RENT",32000,23,"0-15","8-11"
0,9600,"A","RENT",55000,22,"0-15","8-11"
0,10000,"D","RENT",35000,28,"0-15","13.5+"
0,11000,"B","MORTGAGE",74000,43,"0-15","8-11"
0,5000,"A","OWN",30000,33,"0-15","0-8"
1,6000,"B","RENT",37000,23,"0-15","11-13.5"
0,3000,"C","RENT",105000,32,"0-15","Missing"
0,17000,"B","OWN",80000,41,"15-30","Missing"
0,5000,"B","MORTGAGE",35000,29,"0-15","8-11"
0,6400,"A","OWN",23000,39,"0-15","8-11"
0,13000,"D","RENT",50000,23,"0-15","13.5+"
0,10000,"D","RENT",38200,25,"0-15","13.5+"
0,5000,"C","RENT",56000,24,"0-15","13.5+"
0,7200,"A","RENT",38000,23,"0-15","0-8"
0,15000,"A","RENT",43000,30,"0-15","Missing"
0,9600,"B","MORTGAGE",105000,25,"0-15","11-13.5"
0,6000,"B","RENT",24000,22,"15-30","8-11"
0,6000,"C","MORTGAGE",57600,30,"0-15","13.5+"
0,7150,"B","RENT",50000,26,"0-15","11-13.5"
0,32000,"A","RENT",120000,25,"0-15","0-8"
1,8000,"C","OWN",108000,22,"0-15","13.5+"
0,7000,"A","RENT",97600,42,"0-15","8-11"
0,12000,"A","MORTGAGE",70800,41,"30-45","0-8"
0,10400,"C","RENT",45000,27,"0-15","13.5+"
0,12000,"B","RENT",60000,23,"0-15","11-13.5"
0,16000,"D","MORTGAGE",74000,27,"30-45","13.5+"
0,4500,"B","RENT",91500,29,"0-15","8-11"
0,5000,"B","RENT",42500,22,"0-15","11-13.5"
0,3600,"D","RENT",45000,28,"0-15","13.5+"
0,21000,"C","MORTGAGE",103000,24,"15-30","11-13.5"
0,7000,"C","RENT",42000,22,"0-15","13.5+"
0,15000,"A","RENT",35000,29,"0-15","0-8"
0,2250,"C","RENT",16000,23,"0-15","11-13.5"
0,17050,"B","MORTGAGE",53000,28,"0-15","11-13.5"
0,16500,"D","RENT",110000,26,"0-15","13.5+"
0,3250,"B","RENT",16000,24,"0-15","11-13.5"
0,7000,"A","MORTGAGE",38400,37,"0-15","0-8"
0,24000,"B","MORTGAGE",80000,23,"0-15","11-13.5"
0,13200,"D","RENT",80952,26,"0-15","13.5+"
0,22750,"A","OWN",65000,42,"0-15","8-11"
0,12000,"A","RENT",70000,25,"15-30","8-11"
0,30000,"B","MORTGAGE",175000,26,"0-15","Missing"
1,1200,"B","RENT",34000,21,"0-15","11-13.5"
0,4800,"A","RENT",35000,26,"0-15","8-11"
0,7200,"A","RENT",35000,25,"0-15","8-11"
0,15000,"B","OWN",35000,28,"0-15","Missing"
0,10500,"C","RENT",60000,28,"0-15","13.5+"
1,5000,"A","MORTGAGE",66000,26,"0-15","0-8"
0,4000,"A","MORTGAGE",62000,23,"0-15","8-11"
0,27000,"B","MORTGAGE",130000,30,"0-15","11-13.5"
0,15000,"B","MORTGAGE",61000,41,"0-15","Missing"
0,2400,"C","OWN",25000,22,"0-15","13.5+"
0,5900,"B","RENT",14400,21,"0-15","11-13.5"
0,5000,"B","RENT",70000,30,"0-15","11-13.5"
1,13250,"D","RENT",35000,31,"0-15","13.5+"
0,20000,"B","MORTGAGE",125000,25,"0-15","11-13.5"
0,18000,"A","MORTGAGE",80000,24,"0-15","0-8"
0,19200,"D","RENT",87500,34,"0-15","13.5+"
0,7000,"B","MORTGAGE",22000,22,"0-15","11-13.5"
0,10000,"A","MORTGAGE",70000,30,"0-15","Missing"
0,2250,"C","MORTGAGE",17352,22,"Missing","13.5+"
0,23000,"B","RENT",63208,25,"0-15","8-11"
0,6750,"D","RENT",48000,25,"0-15","13.5+"
0,10000,"B","MORTGAGE",45500,29,"0-15","8-11"
0,5600,"A","RENT",19200,24,"0-15","8-11"
0,4800,"A","OWN",35000,26,"0-15","0-8"
1,10000,"B","RENT",29406,26,"0-15","11-13.5"
1,2200,"B","RENT",26004,23,"0-15","8-11"
1,24000,"B","RENT",120000,24,"0-15","11-13.5"
0,16000,"A","MORTGAGE",110000,27,"0-15","0-8"
0,10000,"B","RENT",34000,21,"0-15","8-11"
1,10625,"C","RENT",26500,30,"15-30","13.5+"
0,9600,"C","RENT",40000,24,"0-15","13.5+"
1,7200,"F","MORTGAGE",88800,23,"0-15","13.5+"
0,12000,"A","RENT",100000,58,"0-15","8-11"
0,5000,"B","RENT",45000,22,"0-15","11-13.5"
0,12000,"D","RENT",36000,35,"0-15","13.5+"
0,18000,"D","RENT",80000,43,"15-30","13.5+"
0,10000,"B","RENT",50000,23,"0-15","8-11"
0,10000,"B","RENT",75000,24,"0-15","8-11"
0,26000,"A","MORTGAGE",105000,30,"0-15","0-8"
0,17475,"B","RENT",45408,21,"0-15","8-11"
0,10000,"B","RENT",67500,35,"0-15","8-11"
0,17250,"E","RENT",60000,35,"0-15","13.5+"
0,10000,"A","MORTGAGE",65000,26,"0-15","0-8"
0,20000,"B","MORTGAGE",55000,22,"0-15","11-13.5"
0,24000,"A","RENT",65000,30,"0-15","0-8"
0,15000,"A","MORTGAGE",75000,28,"0-15","8-11"
1,10625,"B","RENT",30000,26,"0-15","11-13.5"
0,8400,"C","RENT",30000,23,"0-15","13.5+"
0,16000,"C","MORTGAGE",60000,35,"0-15","13.5+"
0,15000,"C","MORTGAGE",35000,24,"0-15","13.5+"
0,13225,"B","MORTGAGE",65000,27,"0-15","11-13.5"
0,11775,"C","RENT",44400,22,"0-15","11-13.5"
0,10075,"B","MORTGAGE",46000,24,"0-15","11-13.5"
0,10000,"C","RENT",62000,23,"0-15","13.5+"
0,14000,"B","MORTGAGE",88000,27,"0-15","11-13.5"
1,13000,"B","RENT",50000,33,"0-15","8-11"
0,15000,"B","RENT",75000,24,"0-15","11-13.5"
0,9350,"A","MORTGAGE",100000,36,"0-15","0-8"
0,18225,"B","RENT",40000,38,"0-15","11-13.5"
0,3600,"A","MORTGAGE",88824,37,"0-15","0-8"
0,5000,"D","OWN",40000,22,"0-15","13.5+"
0,6400,"D","RENT",50000,32,"15-30","Missing"
0,35000,"A","MORTGAGE",114054,40,"0-15","8-11"
0,18000,"B","MORTGAGE",70000,30,"0-15","Missing"
0,15625,"A","MORTGAGE",45000,45,"15-30","8-11"
0,24000,"C","RENT",77000,54,"15-30","11-13.5"
1,5000,"C","MORTGAGE",61400,21,"0-15","13.5+"
0,7200,"B","RENT",90000,26,"0-15","8-11"
1,5000,"C","RENT",32000,25,"15-30","13.5+"
0,6600,"B","RENT",42000,25,"0-15","8-11"
0,7000,"A","MORTGAGE",24000,30,"Missing","0-8"
0,20000,"C","RENT",130000,25,"0-15","13.5+"
1,8000,"B","RENT",35000,24,"0-15","11-13.5"
0,12000,"B","RENT",70000,42,"0-15","Missing"
0,20000,"B","RENT",67000,34,"0-15","11-13.5"
0,10000,"A","RENT",31000,22,"0-15","8-11"
0,10000,"B","MORTGAGE",145000,23,"0-15","11-13.5"
0,18000,"D","RENT",66000,26,"0-15","13.5+"
0,4000,"B","RENT",100000,29,"0-15","Missing"
0,15000,"B","RENT",60000,37,"Missing","11-13.5"
0,24000,"D","OWN",103000,24,"0-15","13.5+"
0,5375,"B","MORTGAGE",42000,28,"0-15","8-11"
0,8300,"A","RENT",50000,21,"30-45","8-11"
0,7000,"A","OWN",50000,23,"0-15","8-11"
0,2425,"C","OWN",80004,24,"0-15","13.5+"
0,6950,"B","RENT",43000,32,"0-15","8-11"
0,12375,"B","OWN",32000,31,"0-15","8-11"
0,14000,"C","RENT",35000,27,"0-15","13.5+"
0,5500,"C","RENT",24000,24,"0-15","13.5+"
0,4800,"C","RENT",44600,26,"0-15","13.5+"
0,9000,"B","RENT",52000,23,"0-15","11-13.5"
0,16000,"B","OWN",67000,24,"0-15","11-13.5"
0,5000,"A","MORTGAGE",44136,33,"0-15","Missing"
0,18500,"A","MORTGAGE",36000,22,"0-15","0-8"
1,5350,"C","MORTGAGE",52000,36,"0-15","13.5+"
0,10000,"B","RENT",36000,31,"0-15","8-11"
0,12000,"A","RENT",36500,38,"0-15","0-8"
0,18000,"B","MORTGAGE",40000,23,"0-15","8-11"
0,3000,"D","MORTGAGE",56604,30,"0-15","13.5+"
1,6000,"A","RENT",23040,21,"0-15","0-8"
0,10000,"B","RENT",52000,24,"0-15","8-11"
0,5875,"A","OWN",17640,36,"0-15","0-8"
0,10000,"C","RENT",86000,26,"0-15","11-13.5"
0,28000,"B","MORTGAGE",118075,41,"0-15","11-13.5"
0,11200,"B","RENT",48000,31,"0-15","Missing"
0,10000,"C","RENT",65000,30,"0-15","13.5+"
0,9450,"C","RENT",28800,32,"0-15","13.5+"
0,21650,"B","MORTGAGE",62361,26,"0-15","11-13.5"
0,9000,"B","RENT",45000,23,"15-30","8-11"
0,6000,"B","RENT",40000,25,"0-15","8-11"
0,5600,"A","RENT",25000,27,"0-15","0-8"
0,7000,"B","RENT",85000,30,"15-30","8-11"
0,6000,"B","RENT",55000,25,"0-15","8-11"
0,12000,"A","RENT",110000,24,"0-15","0-8"
0,13650,"B","RENT",44000,27,"0-15","8-11"
0,12000,"C","RENT",42000,23,"0-15","11-13.5"
1,2300,"A","MORTGAGE",78000,24,"0-15","Missing"
0,8875,"B","RENT",19240,25,"0-15","8-11"
0,9000,"A","RENT",52800,24,"0-15","0-8"
0,7600,"A","OWN",75000,35,"0-15","Missing"
0,6000,"C","MORTGAGE",60000,29,"0-15","11-13.5"
0,7200,"B","OWN",53000,25,"0-15","8-11"
0,8000,"B","RENT",46330,23,"0-15","8-11"
0,19000,"A","MORTGAGE",95000,23,"30-45","0-8"
0,14400,"C","RENT",58977,23,"0-15","Missing"
0,8400,"B","RENT",75000,24,"0-15","11-13.5"
0,7500,"B","RENT",27000,27,"0-15","11-13.5"
0,10000,"A","MORTGAGE",69077,22,"0-15","0-8"
0,12000,"B","RENT",200000,24,"0-15","11-13.5"
0,5000,"B","MORTGAGE",110000,26,"0-15","11-13.5"
0,21000,"D","RENT",63500,33,"0-15","13.5+"
0,24000,"A","MORTGAGE",70000,23,"0-15","8-11"
0,6000,"C","RENT",30000,24,"0-15","11-13.5"
0,4800,"A","RENT",54996,30,"0-15","0-8"
1,5000,"F","RENT",21000,21,"0-15","13.5+"
0,5850,"C","RENT",38000,27,"0-15","Missing"
0,4750,"A","OWN",48000,33,"0-15","Missing"
0,5275,"A","OWN",50000,27,"0-15","Missing"
0,9175,"B","RENT",28500,34,"0-15","11-13.5"
0,9600,"D","RENT",37000,25,"0-15","13.5+"
0,22500,"C","RENT",70000,23,"0-15","13.5+"
0,12000,"A","OWN",40000,24,"Missing","0-8"
0,15000,"D","OWN",57000,38,"Missing","13.5+"
0,19400,"B","RENT",50000,23,"0-15","11-13.5"
1,10000,"C","RENT",42000,22,"0-15","13.5+"
0,10000,"C","OWN",53000,35,"0-15","13.5+"
0,4800,"B","RENT",22000,31,"0-15","8-11"
1,18200,"B","RENT",42000,22,"0-15","11-13.5"
0,6400,"B","RENT",35000,21,"0-15","11-13.5"
0,2500,"C","RENT",40000,24,"0-15","13.5+"
0,6300,"B","RENT",49000,32,"15-30","8-11"
0,4400,"B","RENT",38000,23,"0-15","11-13.5"
0,6000,"B","MORTGAGE",118000,31,"0-15","11-13.5"
0,18000,"A","MORTGAGE",60000,24,"15-30","0-8"
0,10000,"B","MORTGAGE",44000,22,"0-15","11-13.5"
0,34000,"D","RENT",65000,22,"0-15","13.5+"
1,11100,"C","RENT",45000,27,"0-15","Missing"
0,5000,"B","OWN",20000,23,"0-15","11-13.5"
0,10625,"B","RENT",25000,23,"0-15","11-13.5"
1,18500,"A","RENT",112000,31,"0-15","0-8"
0,3600,"B","MORTGAGE",30000,25,"0-15","11-13.5"
1,8500,"C","RENT",27050,28,"Missing","13.5+"
0,12000,"A","MORTGAGE",35000,36,"0-15","8-11"
0,11700,"B","RENT",30000,26,"0-15","11-13.5"
0,15000,"C","RENT",70000,32,"0-15","13.5+"
0,13000,"B","MORTGAGE",105000,24,"0-15","8-11"
1,9500,"B","MORTGAGE",52000,23,"0-15","11-13.5"
0,20000,"C","MORTGAGE",47000,31,"0-15","11-13.5"
0,6000,"A","RENT",24000,26,"0-15","8-11"
0,13000,"D","RENT",67000,38,"0-15","Missing"
0,14400,"A","RENT",50000,24,"0-15","Missing"
0,5000,"A","MORTGAGE",48996,22,"0-15","0-8"
0,25000,"B","RENT",70000,27,"15-30","11-13.5"
1,5000,"A","RENT",84855,29,"Missing","0-8"
0,5200,"C","RENT",32160,25,"0-15","13.5+"
0,6000,"C","MORTGAGE",50000,31,"0-15","11-13.5"
1,4000,"E","RENT",47000,28,"0-15","13.5+"
1,15000,"B","RENT",62000,23,"0-15","11-13.5"
0,8000,"B","RENT",115000,25,"0-15","11-13.5"
1,16500,"D","MORTGAGE",64000,23,"15-30","Missing"
1,4000,"C","OWN",25000,23,"Missing","13.5+"
0,12000,"B","RENT",40100,23,"15-30","8-11"
0,10200,"A","MORTGAGE",75000,23,"45+","0-8"
0,12000,"B","RENT",95000,23,"0-15","11-13.5"
1,3000,"B","RENT",55000,27,"0-15","11-13.5"
1,3500,"B","MORTGAGE",175000,30,"0-15","8-11"
0,11000,"A","RENT",37000,23,"15-30","0-8"
0,17000,"B","OWN",60500,25,"0-15","11-13.5"
0,15000,"C","OWN",60000,28,"0-15","13.5+"
0,12000,"A","RENT",52000,24,"0-15","0-8"
0,5000,"C","MORTGAGE",48000,28,"Missing","13.5+"
0,25850,"A","MORTGAGE",60000,23,"15-30","0-8"
0,16400,"C","OWN",140000,23,"0-15","13.5+"
0,12000,"B","MORTGAGE",65000,24,"0-15","11-13.5"
0,9600,"C","MORTGAGE",47000,24,"0-15","13.5+"
0,8000,"A","RENT",28000,21,"0-15","0-8"
0,4000,"A","RENT",70000,21,"0-15","0-8"
0,1500,"C","RENT",90000,40,"0-15","13.5+"
0,8000,"B","RENT",30000,23,"0-15","11-13.5"
0,8000,"B","RENT",38000,23,"0-15","8-11"
0,4000,"A","MORTGAGE",50000,34,"0-15","8-11"
0,10000,"B","RENT",27000,23,"0-15","Missing"
0,10000,"B","RENT",40000,22,"0-15","Missing"
0,6000,"A","RENT",28675.92,25,"0-15","8-11"
0,18000,"A","MORTGAGE",72000,24,"30-45","0-8"
0,3300,"B","RENT",90000,21,"0-15","11-13.5"
1,15000,"C","RENT",70000,29,"0-15","13.5+"
0,6000,"B","MORTGAGE",127000,25,"0-15","8-11"
0,4200,"C","RENT",55044.48,29,"0-15","Missing"
0,20000,"C","MORTGAGE",90000,23,"0-15","13.5+"
0,10000,"B","MORTGAGE",76500,28,"15-30","11-13.5"
0,12000,"B","MORTGAGE",63000,45,"0-15","8-11"
0,8000,"B","OWN",57000,21,"0-15","8-11"
1,7175,"A","RENT",60000,37,"0-15","0-8"
0,15000,"B","RENT",80000,23,"0-15","11-13.5"
0,12000,"B","RENT",47840,23,"0-15","11-13.5"
0,15000,"A","OWN",130000,27,"0-15","0-8"
0,12500,"B","RENT",80000,29,"0-15","11-13.5"
0,15000,"C","RENT",60000,46,"0-15","11-13.5"
0,16750,"D","RENT",48000,26,"0-15","13.5+"
0,8000,"A","RENT",54600,22,"0-15","0-8"
0,10400,"B","OWN",35000,28,"0-15","11-13.5"
0,6000,"B","RENT",42000,25,"0-15","11-13.5"
0,7000,"A","RENT",85000,30,"0-15","8-11"
0,10000,"C","RENT",47500,31,"0-15","13.5+"
0,12000,"A","MORTGAGE",243600,24,"0-15","0-8"
1,16000,"C","MORTGAGE",70000,24,"0-15","13.5+"
1,8000,"A","OWN",42240,25,"0-15","0-8"
0,7700,"B","RENT",30000,28,"0-15","11-13.5"
0,15000,"A","RENT",47000,26,"0-15","0-8"
0,12000,"B","MORTGAGE",50000,27,"0-15","11-13.5"
0,1200,"A","MORTGAGE",39000,24,"0-15","Missing"
0,9000,"A","RENT",26976,23,"0-15","0-8"
0,5000,"A","RENT",30000,25,"Missing","0-8"
0,10400,"C","MORTGAGE",45000,25,"0-15","13.5+"
0,3500,"B","MORTGAGE",57700,23,"30-45","8-11"
1,15000,"B","RENT",90000,26,"0-15","11-13.5"
0,10000,"A","MORTGAGE",80000,44,"0-15","0-8"
1,8400,"A","RENT",72000,28,"0-15","0-8"
0,12000,"B","RENT",90000,24,"0-15","8-11"
0,8875,"A","MORTGAGE",58000,31,"15-30","Missing"
0,11200,"A","OWN",45000,47,"0-15","0-8"
0,4000,"C","RENT",90000,28,"0-15","11-13.5"
0,15000,"B","RENT",75000,31,"0-15","11-13.5"
0,15000,"A","OWN",125000,25,"0-15","0-8"
0,2500,"B","RENT",45000,25,"0-15","11-13.5"
0,6625,"A","RENT",16800,23,"0-15","0-8"
0,10000,"A","RENT",45000,24,"0-15","0-8"
0,14000,"C","RENT",85000,28,"0-15","13.5+"
0,35000,"A","MORTGAGE",84500,29,"0-15","8-11"
0,12875,"A","MORTGAGE",57000,22,"0-15","0-8"
1,1400,"A","MORTGAGE",30108,29,"Missing","8-11"
0,22000,"D","MORTGAGE",72000,27,"0-15","13.5+"
0,12000,"D","RENT",53000,23,"15-30","13.5+"
0,9000,"A","RENT",25600,22,"0-15","8-11"
0,12000,"C","RENT",66000,23,"15-30","13.5+"
0,2000,"A","RENT",33000,23,"0-15","0-8"
0,8000,"B","MORTGAGE",80000,24,"15-30","Missing"
0,10000,"B","RENT",32000,27,"0-15","11-13.5"
0,6900,"B","MORTGAGE",35000,21,"0-15","11-13.5"
0,6000,"A","MORTGAGE",44720,22,"0-15","0-8"
0,13000,"B","RENT",170000,26,"0-15","11-13.5"
0,18650,"B","MORTGAGE",50000,24,"0-15","8-11"
1,2400,"B","RENT",43080,22,"0-15","8-11"
0,8000,"B","RENT",60000,29,"0-15","11-13.5"
1,5000,"A","OWN",32500,27,"0-15","0-8"
0,4800,"A","MORTGAGE",50000,22,"0-15","0-8"
0,30000,"B","RENT",55000,37,"15-30","8-11"
0,9250,"B","OWN",20000,22,"Missing","8-11"
1,2400,"B","MORTGAGE",72000,31,"0-15","8-11"
0,3000,"C","MORTGAGE",70000,27,"0-15","Missing"
0,12000,"C","MORTGAGE",40000,22,"0-15","11-13.5"
1,10000,"D","RENT",30000,28,"30-45","13.5+"
1,10000,"C","RENT",26400,22,"0-15","11-13.5"
0,20000,"D","MORTGAGE",65000,30,"0-15","13.5+"
0,16000,"A","MORTGAGE",70000,27,"0-15","0-8"
0,18000,"C","RENT",52000,22,"0-15","Missing"
0,3500,"A","OWN",39600,21,"0-15","0-8"
1,3000,"B","RENT",18000,23,"0-15","11-13.5"
0,20000,"C","RENT",140000,29,"0-15","11-13.5"
0,4350,"D","RENT",20000,27,"0-15","13.5+"
0,2700,"B","RENT",45000,27,"0-15","8-11"
0,8000,"C","RENT",50000,28,"0-15","13.5+"
0,6000,"C","OWN",48000,29,"0-15","13.5+"
0,7000,"B","MORTGAGE",66000,29,"0-15","8-11"
0,7000,"A","RENT",42000,31,"0-15","0-8"
0,6025,"B","RENT",19200,56,"0-15","11-13.5"
0,15000,"D","RENT",61284,24,"0-15","13.5+"
0,18000,"D","MORTGAGE",140000,24,"0-15","13.5+"
0,3825,"C","RENT",26000,26,"0-15","13.5+"
0,10000,"A","RENT",48000,21,"0-15","0-8"
0,6000,"B","RENT",26500,25,"0-15","11-13.5"
0,2400,"C","MORTGAGE",39990,26,"0-15","13.5+"
0,7200,"B","MORTGAGE",45000,32,"Missing","11-13.5"
0,14000,"B","OWN",38000,31,"0-15","8-11"
0,13000,"B","MORTGAGE",95000,36,"15-30","8-11"
1,4200,"A","RENT",35000,22,"0-15","0-8"
0,13250,"C","RENT",37500,26,"0-15","11-13.5"
0,6000,"A","RENT",24000,26,"0-15","0-8"
0,9000,"A","RENT",45000,22,"0-15","0-8"
0,15000,"B","MORTGAGE",73600,34,"0-15","11-13.5"
0,10000,"C","MORTGAGE",77000,31,"0-15","13.5+"
0,9000,"C","RENT",40000,29,"0-15","13.5+"
1,5325,"B","RENT",22000,21,"Missing","11-13.5"
0,12000,"A","RENT",75000,28,"0-15","0-8"
1,14000,"B","OWN",35000,23,"0-15","Missing"
1,20000,"D","MORTGAGE",50000,26,"0-15","13.5+"
1,16000,"C","RENT",50000,36,"0-15","13.5+"
0,11000,"B","RENT",71200,22,"0-15","11-13.5"
0,5000,"B","RENT",47000,25,"0-15","11-13.5"
0,12000,"A","MORTGAGE",60000,22,"Missing","0-8"
0,14150,"B","RENT",40000,29,"0-15","11-13.5"
0,4000,"B","MORTGAGE",55000,31,"15-30","11-13.5"
0,6000,"B","RENT",42000,22,"15-30","8-11"
0,15000,"A","OWN",44500,32,"0-15","0-8"
0,15000,"A","MORTGAGE",47760,21,"0-15","0-8"
0,18000,"B","RENT",50000,24,"0-15","11-13.5"
0,35000,"A","MORTGAGE",264000,27,"0-15","Missing"
0,16000,"A","OWN",51000,22,"0-15","0-8"
0,7000,"A","MORTGAGE",67000,34,"0-15","0-8"
0,7000,"A","RENT",29004,27,"0-15","0-8"
